T_e[eV],n_e[m^-3],Sion[m^-3 s^-1]
0.922702,1.14815e+19,6.17073e-21
0.988693,1.14815e+19,1.62045e-20
1.05940,1.14815e+19,3.98183e-20
1.13517,1.14815e+19,9.20286e-20
1.21636,1.14815e+19,2.01102e-19
1.30335,1.14815e+19,4.17656e-19
1.39657,1.14815e+19,8.28671e-19
1.49645,1.14815e+19,1.57771e-18
1.60347,1.14815e+19,2.88961e-18
1.71815,1.14815e+19,5.10261e-18
1.84103,1.14815e+19,8.70662e-18
1.97270,1.14815e+19,1.43875e-17
2.11379,1.14815e+19,2.30766e-17
2.26496,1.14815e+19,3.60060e-17
2.42695,1.14815e+19,5.47727e-17
2.60053,1.14815e+19,8.14164e-17
2.78651,1.14815e+19,1.18518e-16
2.98580,1.14815e+19,1.69271e-16
3.19935,1.14815e+19,2.37376e-16
3.42816,1.14815e+19,3.27043e-16
3.67334,1.14815e+19,4.42939e-16
3.93606,1.14815e+19,5.90087e-16
4.21756,1.14815e+19,7.73705e-16
4.51920,1.14815e+19,9.99039e-16
4.84241,1.14815e+19,1.27114e-15
5.18873,1.14815e+19,1.59467e-15
5.55983,1.14815e+19,1.97364e-15
5.95746,1.14815e+19,2.41130e-15
6.38354,1.14815e+19,2.91012e-15
6.84008,1.14815e+19,3.47169e-15
7.32928,1.14815e+19,4.09669e-15
7.85346,1.14815e+19,4.78502e-15
8.41514,1.14815e+19,5.53584e-15
9.01698,1.14815e+19,6.34784e-15
9.66187,1.14815e+19,7.21949e-15
10.3529,1.14815e+19,8.14923e-15
11.0933,1.14815e+19,9.13583e-15
11.8867,1.14815e+19,1.01778e-14
12.7368,1.14815e+19,1.12713e-14
13.6478,1.14815e+19,1.24112e-14
14.6238,1.14815e+19,1.35924e-14
15.6697,1.14815e+19,1.48092e-14
16.7904,1.14815e+19,1.60560e-14
17.9912,1.14815e+19,1.73271e-14
19.2780,1.14815e+19,1.86172e-14
20.6567,1.14815e+19,1.99211e-14
22.1341,1.14815e+19,2.12344e-14
23.7171,1.14815e+19,2.25526e-14
25.4133,1.14815e+19,2.38680e-14
27.2309,1.14815e+19,2.51727e-14
29.1784,1.14815e+19,2.64580e-14
31.2652,1.14815e+19,2.77160e-14
33.5013,1.14815e+19,2.89381e-14
35.8973,1.14815e+19,3.01161e-14
38.4646,1.14815e+19,3.12428e-14
41.2156,1.14815e+19,3.23104e-14
44.1633,1.14815e+19,3.33123e-14
47.3218,1.14815e+19,3.42425e-14
50.7062,1.14815e+19,3.50986e-14
54.3327,1.14815e+19,3.58794e-14
58.2185,1.14815e+19,3.65843e-14
62.3823,1.14815e+19,3.72144e-14
66.8438,1.14815e+19,3.77710e-14
71.6244,1.14815e+19,3.82566e-14
76.7470,1.14815e+19,3.86743e-14
82.2359,1.14815e+19,3.90276e-14
88.1173,1.14815e+19,3.93210e-14
94.4194,1.14815e+19,3.95584e-14
101.172,1.14815e+19,3.97404e-14
108.408,1.14815e+19,3.98674e-14
116.161,1.14815e+19,3.99401e-14
124.469,1.14815e+19,3.99589e-14
133.371,1.14815e+19,3.99254e-14
142.910,1.14815e+19,3.98402e-14
153.130,1.14815e+19,3.97049e-14
164.082,1.14815e+19,3.95215e-14
175.817,1.14815e+19,3.92911e-14
188.392,1.14815e+19,3.90159e-14
201.865,1.14815e+19,3.86979e-14
216.302,1.14815e+19,3.83393e-14
231.772,1.14815e+19,3.79421e-14
248.348,1.14815e+19,3.75088e-14
266.110,1.14815e+19,3.70416e-14
285.142,1.14815e+19,3.65429e-14
305.535,1.14815e+19,3.60152e-14
327.387,1.14815e+19,3.54607e-14
350.801,1.14815e+19,3.48820e-14
375.890,1.14815e+19,3.42815e-14
402.774,1.14815e+19,3.36617e-14
431.580,1.14815e+19,3.30244e-14
462.446,1.14815e+19,3.23725e-14
495.520,1.14815e+19,3.17080e-14
530.959,1.14815e+19,3.10329e-14
568.933,1.14815e+19,3.03495e-14
609.623,1.14815e+19,2.96596e-14
653.223,1.14815e+19,2.89652e-14
699.941,1.14815e+19,2.82684e-14
750.000,1.14815e+19,2.75704e-14
0.750000,1.20226e+19,2.21308e-22
0.803639,1.20226e+19,7.31301e-22
0.861115,1.20226e+19,2.22628e-21
0.922702,1.20226e+19,6.27630e-21
0.988693,1.20226e+19,1.64712e-20
1.05940,1.20226e+19,4.04477e-20
1.13517,1.20226e+19,9.34258e-20
1.21636,1.20226e+19,2.04033e-19
1.30335,1.20226e+19,4.23494e-19
1.39657,1.20226e+19,8.39770e-19
1.49645,1.20226e+19,1.59792e-18
1.60347,1.20226e+19,2.92497e-18
1.71815,1.20226e+19,5.16212e-18
1.84103,1.20226e+19,8.80344e-18
1.97270,1.20226e+19,1.45398e-17
2.11379,1.20226e+19,2.33088e-17
2.26496,1.20226e+19,3.63506e-17
2.42695,1.20226e+19,5.52714e-17
2.60053,1.20226e+19,8.21207e-17
2.78651,1.20226e+19,1.19494e-16
2.98580,1.20226e+19,1.70600e-16
3.19935,1.20226e+19,2.39152e-16
3.42816,1.20226e+19,3.29380e-16
3.67334,1.20226e+19,4.45972e-16
3.93606,1.20226e+19,5.93960e-16
4.21756,1.20226e+19,7.78587e-16
4.51920,1.20226e+19,1.00510e-15
4.84241,1.20226e+19,1.27859e-15
5.18873,1.20226e+19,1.60369e-15
5.55983,1.20226e+19,1.98445e-15
5.95746,1.20226e+19,2.42412e-15
6.38354,1.20226e+19,2.92516e-15
6.84008,1.20226e+19,3.48917e-15
7.32928,1.20226e+19,4.11684e-15
7.85346,1.20226e+19,4.80799e-15
8.41514,1.20226e+19,5.56181e-15
9.01698,1.20226e+19,6.37696e-15
9.66187,1.20226e+19,7.25186e-15
10.3529,1.20226e+19,8.18499e-15
11.0933,1.20226e+19,9.17505e-15
11.8867,1.20226e+19,1.02204e-14
12.7368,1.20226e+19,1.13173e-14
13.6478,1.20226e+19,1.24607e-14
14.6238,1.20226e+19,1.36452e-14
15.6697,1.20226e+19,1.48653e-14
16.7904,1.20226e+19,1.61152e-14
17.9912,1.20226e+19,1.73895e-14
19.2780,1.20226e+19,1.86826e-14
20.6567,1.20226e+19,1.99896e-14
22.1341,1.20226e+19,2.13060e-14
23.7171,1.20226e+19,2.26272e-14
25.4133,1.20226e+19,2.39458e-14
27.2309,1.20226e+19,2.52536e-14
29.1784,1.20226e+19,2.65421e-14
31.2652,1.20226e+19,2.78031e-14
33.5013,1.20226e+19,2.90282e-14
35.8973,1.20226e+19,3.02094e-14
38.4646,1.20226e+19,3.13389e-14
41.2156,1.20226e+19,3.24090e-14
44.1633,1.20226e+19,3.34133e-14
47.3218,1.20226e+19,3.43458e-14
50.7062,1.20226e+19,3.52038e-14
54.3327,1.20226e+19,3.59860e-14
58.2185,1.20226e+19,3.66923e-14
62.3823,1.20226e+19,3.73234e-14
66.8438,1.20226e+19,3.78809e-14
71.6244,1.20226e+19,3.83669e-14
76.7470,1.20226e+19,3.87848e-14
82.2359,1.20226e+19,3.91381e-14
88.1173,1.20226e+19,3.94311e-14
94.4194,1.20226e+19,3.96678e-14
101.172,1.20226e+19,3.98491e-14
108.408,1.20226e+19,3.99750e-14
116.161,1.20226e+19,4.00465e-14
124.469,1.20226e+19,4.00640e-14
133.371,1.20226e+19,4.00288e-14
142.910,1.20226e+19,3.99421e-14
153.130,1.20226e+19,3.98050e-14
164.082,1.20226e+19,3.96197e-14
175.817,1.20226e+19,3.93874e-14
188.392,1.20226e+19,3.91101e-14
201.865,1.20226e+19,3.87902e-14
216.302,1.20226e+19,3.84293e-14
231.772,1.20226e+19,3.80301e-14
248.348,1.20226e+19,3.75946e-14
266.110,1.20226e+19,3.71254e-14
285.142,1.20226e+19,3.66245e-14
305.535,1.20226e+19,3.60947e-14
327.387,1.20226e+19,3.55383e-14
350.801,1.20226e+19,3.49577e-14
375.890,1.20226e+19,3.43554e-14
402.774,1.20226e+19,3.37338e-14
431.580,1.20226e+19,3.30950e-14
462.446,1.20226e+19,3.24416e-14
495.520,1.20226e+19,3.17755e-14
530.959,1.20226e+19,3.10991e-14
568.933,1.20226e+19,3.04144e-14
609.623,1.20226e+19,2.97235e-14
653.223,1.20226e+19,2.90282e-14
699.941,1.20226e+19,2.83303e-14
750.000,1.20226e+19,2.76318e-14
0.750000,1.25893e+19,2.25610e-22
0.803639,1.25893e+19,7.44971e-22
0.861115,1.25893e+19,2.26628e-21
0.922702,1.25893e+19,6.38478e-21
0.988693,1.25893e+19,1.67448e-20
1.05940,1.25893e+19,4.10936e-20
1.13517,1.25893e+19,9.48594e-20
1.21636,1.25893e+19,2.07039e-19
1.30335,1.25893e+19,4.29486e-19
1.39657,1.25893e+19,8.51155e-19
1.49645,1.25893e+19,1.61866e-18
1.60347,1.25893e+19,2.96125e-18
1.71815,1.25893e+19,5.22331e-18
1.84103,1.25893e+19,8.90293e-18
1.97270,1.25893e+19,1.46964e-17
2.11379,1.25893e+19,2.35479e-17
2.26496,1.25893e+19,3.67054e-17
2.42695,1.25893e+19,5.57842e-17
2.60053,1.25893e+19,8.28463e-17
2.78651,1.25893e+19,1.20499e-16
2.98580,1.25893e+19,1.71964e-16
3.19935,1.25893e+19,2.40977e-16
3.42816,1.25893e+19,3.31779e-16
3.67334,1.25893e+19,4.49074e-16
3.93606,1.25893e+19,5.97911e-16
4.21756,1.25893e+19,7.83551e-16
4.51920,1.25893e+19,1.01126e-15
4.84241,1.25893e+19,1.28613e-15
5.18873,1.25893e+19,1.61281e-15
5.55983,1.25893e+19,1.99536e-15
5.95746,1.25893e+19,2.43704e-15
6.38354,1.25893e+19,2.94034e-15
6.84008,1.25893e+19,3.50681e-15
7.32928,1.25893e+19,4.13713e-15
7.85346,1.25893e+19,4.83119e-15
8.41514,1.25893e+19,5.58809e-15
9.01698,1.25893e+19,6.40649e-15
9.66187,1.25893e+19,7.28480e-15
10.3529,1.25893e+19,8.22136e-15
11.0933,1.25893e+19,9.21497e-15
11.8867,1.25893e+19,1.02640e-14
12.7368,1.25893e+19,1.13644e-14
13.6478,1.25893e+19,1.25113e-14
14.6238,1.25893e+19,1.36993e-14
15.6697,1.25893e+19,1.49227e-14
16.7904,1.25893e+19,1.61759e-14
17.9912,1.25893e+19,1.74534e-14
19.2780,1.25893e+19,1.87497e-14
20.6567,1.25893e+19,2.00598e-14
22.1341,1.25893e+19,2.13793e-14
23.7171,1.25893e+19,2.27037e-14
25.4133,1.25893e+19,2.40255e-14
27.2309,1.25893e+19,2.53363e-14
29.1784,1.25893e+19,2.66282e-14
31.2652,1.25893e+19,2.78923e-14
33.5013,1.25893e+19,2.91204e-14
35.8973,1.25893e+19,3.03045e-14
38.4646,1.25893e+19,3.14367e-14
41.2156,1.25893e+19,3.25096e-14
44.1633,1.25893e+19,3.35163e-14
47.3218,1.25893e+19,3.44510e-14
50.7062,1.25893e+19,3.53108e-14
54.3327,1.25893e+19,3.60948e-14
58.2185,1.25893e+19,3.68024e-14
62.3823,1.25893e+19,3.74346e-14
66.8438,1.25893e+19,3.79927e-14
71.6244,1.25893e+19,3.84793e-14
76.7470,1.25893e+19,3.88974e-14
82.2359,1.25893e+19,3.92507e-14
88.1173,1.25893e+19,3.95435e-14
94.4194,1.25893e+19,3.97797e-14
101.172,1.25893e+19,3.99603e-14
108.408,1.25893e+19,4.00852e-14
116.161,1.25893e+19,4.01553e-14
124.469,1.25893e+19,4.01716e-14
133.371,1.25893e+19,4.01348e-14
142.910,1.25893e+19,4.00462e-14
153.130,1.25893e+19,3.99075e-14
164.082,1.25893e+19,3.97201e-14
175.817,1.25893e+19,3.94857e-14
188.392,1.25893e+19,3.92063e-14
201.865,1.25893e+19,3.88842e-14
216.302,1.25893e+19,3.85212e-14
231.772,1.25893e+19,3.81197e-14
248.348,1.25893e+19,3.76820e-14
266.110,1.25893e+19,3.72106e-14
285.142,1.25893e+19,3.67077e-14
305.535,1.25893e+19,3.61757e-14
327.387,1.25893e+19,3.56173e-14
350.801,1.25893e+19,3.50346e-14
375.890,1.25893e+19,3.44305e-14
402.774,1.25893e+19,3.38069e-14
431.580,1.25893e+19,3.31666e-14
462.446,1.25893e+19,3.25114e-14
495.520,1.25893e+19,3.18440e-14
530.959,1.25893e+19,3.11663e-14
568.933,1.25893e+19,3.04802e-14
609.623,1.25893e+19,2.97883e-14
653.223,1.25893e+19,2.90920e-14
699.941,1.25893e+19,2.83931e-14
750.000,1.25893e+19,2.76939e-14
0.750000,1.31826e+19,2.30039e-22
0.803639,1.31826e+19,7.59030e-22
0.861115,1.31826e+19,2.30741e-21
0.922702,1.31826e+19,6.49619e-21
0.988693,1.31826e+19,1.70258e-20
1.05940,1.31826e+19,4.17566e-20
1.13517,1.31826e+19,9.63312e-20
1.21636,1.31826e+19,2.10127e-19
1.30335,1.31826e+19,4.35631e-19
1.39657,1.31826e+19,8.62839e-19
1.49645,1.31826e+19,1.63995e-18
1.60347,1.31826e+19,2.99850e-18
1.71815,1.31826e+19,5.28611e-18
1.84103,1.31826e+19,9.00510e-18
1.97270,1.31826e+19,1.48574e-17
2.11379,1.31826e+19,2.37937e-17
2.26496,1.31826e+19,3.70701e-17
2.42695,1.31826e+19,5.63119e-17
2.60053,1.31826e+19,8.35917e-17
2.78651,1.31826e+19,1.21531e-16
2.98580,1.31826e+19,1.73365e-16
3.19935,1.31826e+19,2.42846e-16
3.42816,1.31826e+19,3.34232e-16
3.67334,1.31826e+19,4.52237e-16
3.93606,1.31826e+19,6.01937e-16
4.21756,1.31826e+19,7.88591e-16
4.51920,1.31826e+19,1.01749e-15
4.84241,1.31826e+19,1.29374e-15
5.18873,1.31826e+19,1.62200e-15
5.55983,1.31826e+19,2.00634e-15
5.95746,1.31826e+19,2.45005e-15
6.38354,1.31826e+19,2.95557e-15
6.84008,1.31826e+19,3.52451e-15
7.32928,1.31826e+19,4.15757e-15
7.85346,1.31826e+19,4.85454e-15
8.41514,1.31826e+19,5.61459e-15
9.01698,1.31826e+19,6.43635e-15
9.66187,1.31826e+19,7.31817e-15
10.3529,1.31826e+19,8.25835e-15
11.0933,1.31826e+19,9.25562e-15
11.8867,1.31826e+19,1.03084e-14
12.7368,1.31826e+19,1.14125e-14
13.6478,1.31826e+19,1.25630e-14
14.6238,1.31826e+19,1.37546e-14
15.6697,1.31826e+19,1.49815e-14
16.7904,1.31826e+19,1.62382e-14
17.9912,1.31826e+19,1.75189e-14
19.2780,1.31826e+19,1.88183e-14
20.6567,1.31826e+19,2.01318e-14
22.1341,1.31826e+19,2.14544e-14
23.7171,1.31826e+19,2.27819e-14
25.4133,1.31826e+19,2.41069e-14
27.2309,1.31826e+19,2.54211e-14
29.1784,1.31826e+19,2.67159e-14
31.2652,1.31826e+19,2.79831e-14
33.5013,1.31826e+19,2.92145e-14
35.8973,1.31826e+19,3.04014e-14
38.4646,1.31826e+19,3.15365e-14
41.2156,1.31826e+19,3.26121e-14
44.1633,1.31826e+19,3.36212e-14
47.3218,1.31826e+19,3.45581e-14
50.7062,1.31826e+19,3.54200e-14
54.3327,1.31826e+19,3.62055e-14
58.2185,1.31826e+19,3.69147e-14
62.3823,1.31826e+19,3.75479e-14
66.8438,1.31826e+19,3.81071e-14
71.6244,1.31826e+19,3.85942e-14
76.7470,1.31826e+19,3.90125e-14
82.2359,1.31826e+19,3.93659e-14
88.1173,1.31826e+19,3.96585e-14
94.4194,1.31826e+19,3.98941e-14
101.172,1.31826e+19,4.00737e-14
108.408,1.31826e+19,4.01977e-14
116.161,1.31826e+19,4.02668e-14
124.469,1.31826e+19,4.02815e-14
133.371,1.31826e+19,4.02432e-14
142.910,1.31826e+19,4.01529e-14
153.130,1.31826e+19,4.00121e-14
164.082,1.31826e+19,3.98228e-14
175.817,1.31826e+19,3.95864e-14
188.392,1.31826e+19,3.93046e-14
201.865,1.31826e+19,3.89802e-14
216.302,1.31826e+19,3.86149e-14
231.772,1.31826e+19,3.82112e-14
248.348,1.31826e+19,3.77712e-14
266.110,1.31826e+19,3.72975e-14
285.142,1.31826e+19,3.67923e-14
305.535,1.31826e+19,3.62580e-14
327.387,1.31826e+19,3.56974e-14
350.801,1.31826e+19,3.51127e-14
375.890,1.31826e+19,3.45065e-14
402.774,1.31826e+19,3.38812e-14
431.580,1.31826e+19,3.32389e-14
462.446,1.31826e+19,3.25822e-14
495.520,1.31826e+19,3.19132e-14
530.959,1.31826e+19,3.12340e-14
568.933,1.31826e+19,3.05468e-14
609.623,1.31826e+19,2.98536e-14
653.223,1.31826e+19,2.91562e-14
699.941,1.31826e+19,2.84566e-14
750.000,1.31826e+19,2.77566e-14
0.750000,1.38038e+19,2.34597e-22
0.803639,1.38038e+19,7.73484e-22
0.861115,1.38038e+19,2.34967e-21
0.922702,1.38038e+19,6.61064e-21
0.988693,1.38038e+19,1.73144e-20
1.05940,1.38038e+19,4.24375e-20
1.13517,1.38038e+19,9.78411e-20
1.21636,1.38038e+19,2.13292e-19
1.30335,1.38038e+19,4.41934e-19
1.39657,1.38038e+19,8.74820e-19
1.49645,1.38038e+19,1.66178e-18
1.60347,1.38038e+19,3.03675e-18
1.71815,1.38038e+19,5.35061e-18
1.84103,1.38038e+19,9.11017e-18
1.97270,1.38038e+19,1.50228e-17
2.11379,1.38038e+19,2.40464e-17
2.26496,1.38038e+19,3.74453e-17
2.42695,1.38038e+19,5.68551e-17
2.60053,1.38038e+19,8.43595e-17
2.78651,1.38038e+19,1.22592e-16
2.98580,1.38038e+19,1.74806e-16
3.19935,1.38038e+19,2.44766e-16
3.42816,1.38038e+19,3.36747e-16
3.67334,1.38038e+19,4.55476e-16
3.93606,1.38038e+19,6.06045e-16
4.21756,1.38038e+19,7.93725e-16
4.51920,1.38038e+19,1.02383e-15
4.84241,1.38038e+19,1.30145e-15
5.18873,1.38038e+19,1.63129e-15
5.55983,1.38038e+19,2.01743e-15
5.95746,1.38038e+19,2.46316e-15
6.38354,1.38038e+19,2.97094e-15
6.84008,1.38038e+19,3.54240e-15
7.32928,1.38038e+19,4.17821e-15
7.85346,1.38038e+19,4.87819e-15
8.41514,1.38038e+19,5.64145e-15
9.01698,1.38038e+19,6.46664e-15
9.66187,1.38038e+19,7.35203e-15
10.3529,1.38038e+19,8.29599e-15
11.0933,1.38038e+19,9.29713e-15
11.8867,1.38038e+19,1.03537e-14
12.7368,1.38038e+19,1.14616e-14
13.6478,1.38038e+19,1.26159e-14
14.6238,1.38038e+19,1.38111e-14
15.6697,1.38038e+19,1.50417e-14
16.7904,1.38038e+19,1.63018e-14
17.9912,1.38038e+19,1.75858e-14
19.2780,1.38038e+19,1.88886e-14
20.6567,1.38038e+19,2.02051e-14
22.1341,1.38038e+19,2.15311e-14
23.7171,1.38038e+19,2.28617e-14
25.4133,1.38038e+19,2.41900e-14
27.2309,1.38038e+19,2.55074e-14
29.1784,1.38038e+19,2.68056e-14
31.2652,1.38038e+19,2.80760e-14
33.5013,1.38038e+19,2.93104e-14
35.8973,1.38038e+19,3.05005e-14
38.4646,1.38038e+19,3.16383e-14
41.2156,1.38038e+19,3.27167e-14
44.1633,1.38038e+19,3.37283e-14
47.3218,1.38038e+19,3.46674e-14
50.7062,1.38038e+19,3.55313e-14
54.3327,1.38038e+19,3.63186e-14
58.2185,1.38038e+19,3.70292e-14
62.3823,1.38038e+19,3.76638e-14
66.8438,1.38038e+19,3.82238e-14
71.6244,1.38038e+19,3.87115e-14
76.7470,1.38038e+19,3.91303e-14
82.2359,1.38038e+19,3.94837e-14
88.1173,1.38038e+19,3.97760e-14
94.4194,1.38038e+19,4.00112e-14
101.172,1.38038e+19,4.01900e-14
108.408,1.38038e+19,4.03129e-14
116.161,1.38038e+19,4.03807e-14
124.469,1.38038e+19,4.03940e-14
133.371,1.38038e+19,4.03539e-14
142.910,1.38038e+19,4.02617e-14
153.130,1.38038e+19,4.01191e-14
164.082,1.38038e+19,3.99276e-14
175.817,1.38038e+19,3.96888e-14
188.392,1.38038e+19,3.94050e-14
201.865,1.38038e+19,3.90782e-14
216.302,1.38038e+19,3.87106e-14
231.772,1.38038e+19,3.83043e-14
248.348,1.38038e+19,3.78618e-14
266.110,1.38038e+19,3.73857e-14
285.142,1.38038e+19,3.68780e-14
305.535,1.38038e+19,3.63418e-14
327.387,1.38038e+19,3.57790e-14
350.801,1.38038e+19,3.51922e-14
375.890,1.38038e+19,3.45840e-14
402.774,1.38038e+19,3.39567e-14
431.580,1.38038e+19,3.33125e-14
462.446,1.38038e+19,3.26541e-14
495.520,1.38038e+19,3.19834e-14
530.959,1.38038e+19,3.13029e-14
568.933,1.38038e+19,3.06145e-14
609.623,1.38038e+19,2.99201e-14
653.223,1.38038e+19,2.92218e-14
699.941,1.38038e+19,2.85214e-14
750.000,1.38038e+19,2.78203e-14
0.750000,1.44544e+19,2.39292e-22
0.803639,1.44544e+19,7.88370e-22
0.861115,1.44544e+19,2.39314e-21
0.922702,1.44544e+19,6.72830e-21
0.988693,1.44544e+19,1.76108e-20
1.05940,1.44544e+19,4.31364e-20
1.13517,1.44544e+19,9.93913e-20
1.21636,1.44544e+19,2.16541e-19
1.30335,1.44544e+19,4.48406e-19
1.39657,1.44544e+19,8.87123e-19
1.49645,1.44544e+19,1.68420e-18
1.60347,1.44544e+19,3.07602e-18
1.71815,1.44544e+19,5.41684e-18
1.84103,1.44544e+19,9.21805e-18
1.97270,1.44544e+19,1.51929e-17
2.11379,1.44544e+19,2.43063e-17
2.26496,1.44544e+19,3.78315e-17
2.42695,1.44544e+19,5.74137e-17
2.60053,1.44544e+19,8.51484e-17
2.78651,1.44544e+19,1.23684e-16
2.98580,1.44544e+19,1.76286e-16
3.19935,1.44544e+19,2.46735e-16
3.42816,1.44544e+19,3.39320e-16
3.67334,1.44544e+19,4.58784e-16
3.93606,1.44544e+19,6.10230e-16
4.21756,1.44544e+19,7.98947e-16
4.51920,1.44544e+19,1.03025e-15
4.84241,1.44544e+19,1.30926e-15
5.18873,1.44544e+19,1.64069e-15
5.55983,1.44544e+19,2.02862e-15
5.95746,1.44544e+19,2.47637e-15
6.38354,1.44544e+19,2.98645e-15
6.84008,1.44544e+19,3.56043e-15
7.32928,1.44544e+19,4.19903e-15
7.85346,1.44544e+19,4.90205e-15
8.41514,1.44544e+19,5.66865e-15
9.01698,1.44544e+19,6.49735e-15
9.66187,1.44544e+19,7.38649e-15
10.3529,1.44544e+19,8.33431e-15
11.0933,1.44544e+19,9.33936e-15
11.8867,1.44544e+19,1.03999e-14
12.7368,1.44544e+19,1.15118e-14
13.6478,1.44544e+19,1.26699e-14
14.6238,1.44544e+19,1.38690e-14
15.6697,1.44544e+19,1.51032e-14
16.7904,1.44544e+19,1.63670e-14
17.9912,1.44544e+19,1.76546e-14
19.2780,1.44544e+19,1.89607e-14
20.6567,1.44544e+19,2.02805e-14
22.1341,1.44544e+19,2.16097e-14
23.7171,1.44544e+19,2.29437e-14
25.4133,1.44544e+19,2.42752e-14
27.2309,1.44544e+19,2.55959e-14
29.1784,1.44544e+19,2.68972e-14
31.2652,1.44544e+19,2.81708e-14
33.5013,1.44544e+19,2.94084e-14
35.8973,1.44544e+19,3.06013e-14
38.4646,1.44544e+19,3.17423e-14
41.2156,1.44544e+19,3.28232e-14
44.1633,1.44544e+19,3.38373e-14
47.3218,1.44544e+19,3.47787e-14
50.7062,1.44544e+19,3.56447e-14
54.3327,1.44544e+19,3.64338e-14
58.2185,1.44544e+19,3.71460e-14
62.3823,1.44544e+19,3.77818e-14
66.8438,1.44544e+19,3.83428e-14
71.6244,1.44544e+19,3.88313e-14
76.7470,1.44544e+19,3.92503e-14
82.2359,1.44544e+19,3.96039e-14
88.1173,1.44544e+19,3.98961e-14
94.4194,1.44544e+19,4.01307e-14
101.172,1.44544e+19,4.03088e-14
108.408,1.44544e+19,4.04308e-14
116.161,1.44544e+19,4.04973e-14
124.469,1.44544e+19,4.05089e-14
133.371,1.44544e+19,4.04672e-14
142.910,1.44544e+19,4.03732e-14
153.130,1.44544e+19,4.02285e-14
164.082,1.44544e+19,4.00347e-14
175.817,1.44544e+19,3.97938e-14
188.392,1.44544e+19,3.95076e-14
201.865,1.44544e+19,3.91784e-14
216.302,1.44544e+19,3.88082e-14
231.772,1.44544e+19,3.83994e-14
248.348,1.44544e+19,3.79547e-14
266.110,1.44544e+19,3.74759e-14
285.142,1.44544e+19,3.69661e-14
305.535,1.44544e+19,3.64271e-14
327.387,1.44544e+19,3.58621e-14
350.801,1.44544e+19,3.52731e-14
375.890,1.44544e+19,3.46628e-14
402.774,1.44544e+19,3.40334e-14
431.580,1.44544e+19,3.33875e-14
462.446,1.44544e+19,3.27272e-14
495.520,1.44544e+19,3.20551e-14
530.959,1.44544e+19,3.13729e-14
568.933,1.44544e+19,3.06832e-14
609.623,1.44544e+19,2.99876e-14
653.223,1.44544e+19,2.92881e-14
699.941,1.44544e+19,2.85870e-14
750.000,1.44544e+19,2.78851e-14
0.750000,1.51356e+19,2.44127e-22
0.803639,1.51356e+19,8.03689e-22
0.861115,1.51356e+19,2.43787e-21
0.922702,1.51356e+19,6.84929e-21
0.988693,1.51356e+19,1.79155e-20
1.05940,1.51356e+19,4.38548e-20
1.13517,1.51356e+19,1.00984e-19
1.21636,1.51356e+19,2.19879e-19
1.30335,1.51356e+19,4.55050e-19
1.39657,1.51356e+19,8.99757e-19
1.49645,1.51356e+19,1.70722e-18
1.60347,1.51356e+19,3.11635e-18
1.71815,1.51356e+19,5.48494e-18
1.84103,1.51356e+19,9.32895e-18
1.97270,1.51356e+19,1.53676e-17
2.11379,1.51356e+19,2.45735e-17
2.26496,1.51356e+19,3.82286e-17
2.42695,1.51356e+19,5.79885e-17
2.60053,1.51356e+19,8.59600e-17
2.78651,1.51356e+19,1.24806e-16
2.98580,1.51356e+19,1.77806e-16
3.19935,1.51356e+19,2.48755e-16
3.42816,1.51356e+19,3.41958e-16
3.67334,1.51356e+19,4.62171e-16
3.93606,1.51356e+19,6.14505e-16
4.21756,1.51356e+19,8.04268e-16
4.51920,1.51356e+19,1.03678e-15
4.84241,1.51356e+19,1.31719e-15
5.18873,1.51356e+19,1.65020e-15
5.55983,1.51356e+19,2.03993e-15
5.95746,1.51356e+19,2.48972e-15
6.38354,1.51356e+19,3.00209e-15
6.84008,1.51356e+19,3.57867e-15
7.32928,1.51356e+19,4.22009e-15
7.85346,1.51356e+19,4.92623e-15
8.41514,1.51356e+19,5.69622e-15
9.01698,1.51356e+19,6.52853e-15
9.66187,1.51356e+19,7.42149e-15
10.3529,1.51356e+19,8.37328e-15
11.0933,1.51356e+19,9.38242e-15
11.8867,1.51356e+19,1.04471e-14
12.7368,1.51356e+19,1.15631e-14
13.6478,1.51356e+19,1.27253e-14
14.6238,1.51356e+19,1.39283e-14
15.6697,1.51356e+19,1.51663e-14
16.7904,1.51356e+19,1.64337e-14
17.9912,1.51356e+19,1.77248e-14
19.2780,1.51356e+19,1.90344e-14
20.6567,1.51356e+19,2.03576e-14
22.1341,1.51356e+19,2.16901e-14
23.7171,1.51356e+19,2.30273e-14
25.4133,1.51356e+19,2.43623e-14
27.2309,1.51356e+19,2.56862e-14
29.1784,1.51356e+19,2.69908e-14
31.2652,1.51356e+19,2.82678e-14
33.5013,1.51356e+19,2.95084e-14
35.8973,1.51356e+19,3.07044e-14
38.4646,1.51356e+19,3.18481e-14
41.2156,1.51356e+19,3.29319e-14
44.1633,1.51356e+19,3.39486e-14
47.3218,1.51356e+19,3.48924e-14
50.7062,1.51356e+19,3.57603e-14
54.3327,1.51356e+19,3.65515e-14
58.2185,1.51356e+19,3.72653e-14
62.3823,1.51356e+19,3.79023e-14
66.8438,1.51356e+19,3.84643e-14
71.6244,1.51356e+19,3.89535e-14
76.7470,1.51356e+19,3.93731e-14
82.2359,1.51356e+19,3.97266e-14
88.1173,1.51356e+19,4.00186e-14
