T_e[eV],n_e[m^-3],Sion[m^-3 s^-1]
0.750000,1.00000e+18,9.91185e-23
0.803639,1.00000e+18,3.38476e-22
0.861115,1.00000e+18,1.06385e-21
0.922702,1.00000e+18,3.09419e-21
0.988693,1.00000e+18,8.37246e-21
1.05940,1.00000e+18,2.11906e-20
1.13517,1.00000e+18,5.04369e-20
1.21636,1.00000e+18,1.13502e-19
1.30335,1.00000e+18,2.42796e-19
1.39657,1.00000e+18,4.96353e-19
1.49645,1.00000e+18,9.74043e-19
1.60347,1.00000e+18,1.83869e-18
1.71815,1.00000e+18,3.34470e-18
1.84103,1.00000e+18,5.87331e-18
1.97270,1.00000e+18,9.97363e-18
2.11379,1.00000e+18,1.64073e-17
2.26496,1.00000e+18,2.61942e-17
2.42695,1.00000e+18,4.06549e-17
2.60053,1.00000e+18,6.14523e-17
2.78651,1.00000e+18,9.06230e-17
2.98580,1.00000e+18,1.30596e-16
3.19935,1.00000e+18,1.84158e-16
3.42816,1.00000e+18,2.54427e-16
3.67334,1.00000e+18,3.44827e-16
3.93606,1.00000e+18,4.59047e-16
4.21756,1.00000e+18,6.01001e-16
4.51920,1.00000e+18,7.74836e-16
4.84241,1.00000e+18,9.84947e-16
5.18873,1.00000e+18,1.23602e-15
5.55983,1.00000e+18,1.53324e-15
5.95746,1.00000e+18,1.88196e-15
6.38354,1.00000e+18,2.28672e-15
6.84008,1.00000e+18,2.75132e-15
7.32928,1.00000e+18,3.27889e-15
7.85346,1.00000e+18,3.87160e-15
8.41514,1.00000e+18,4.53070e-15
9.01698,1.00000e+18,5.25626e-15
9.66187,1.00000e+18,6.04720e-15
10.3529,1.00000e+18,6.90122e-15
11.0933,1.00000e+18,7.81474e-15
11.8867,1.00000e+18,8.78336e-15
12.7368,1.00000e+18,9.80188e-15
13.6478,1.00000e+18,1.08647e-14
14.6238,1.00000e+18,1.19655e-14
15.6697,1.00000e+18,1.30980e-14
16.7904,1.00000e+18,1.42560e-14
17.9912,1.00000e+18,1.54333e-14
19.2780,1.00000e+18,1.66240e-14
20.6567,1.00000e+18,1.78233e-14
22.1341,1.00000e+18,1.90269e-14
23.7171,1.00000e+18,2.02306e-14
25.4133,1.00000e+18,2.14278e-14
27.2309,1.00000e+18,2.26119e-14
29.1784,1.00000e+18,2.37759e-14
31.2652,1.00000e+18,2.49137e-14
33.5013,1.00000e+18,2.60192e-14
35.8973,1.00000e+18,2.70870e-14
38.4646,1.00000e+18,2.81123e-14
41.2156,1.00000e+18,2.90906e-14
44.1633,1.00000e+18,3.00187e-14
47.3218,1.00000e+18,3.08930e-14
50.7062,1.00000e+18,3.17104e-14
54.3327,1.00000e+18,3.24684e-14
58.2185,1.00000e+18,3.31649e-14
62.3823,1.00000e+18,3.37981e-14
66.8438,1.00000e+18,3.43674e-14
71.6244,1.00000e+18,3.48723e-14
76.7470,1.00000e+18,3.53129e-14
82.2359,1.00000e+18,3.56902e-14
88.1173,1.00000e+18,3.60053e-14
94.4194,1.00000e+18,3.62600e-14
101.172,1.00000e+18,3.64546e-14
108.408,1.00000e+18,3.65899e-14
116.161,1.00000e+18,3.66675e-14
124.469,1.00000e+18,3.66883e-14
133.371,1.00000e+18,3.66546e-14
142.910,1.00000e+18,3.65680e-14
153.130,1.00000e+18,3.64308e-14
164.082,1.00000e+18,3.62454e-14
175.817,1.00000e+18,3.60143e-14
188.392,1.00000e+18,3.57401e-14
201.865,1.00000e+18,3.54257e-14
216.302,1.00000e+18,3.50740e-14
231.772,1.00000e+18,3.46875e-14
248.348,1.00000e+18,3.42696e-14
266.110,1.00000e+18,3.38229e-14
285.142,1.00000e+18,3.33507e-14
305.535,1.00000e+18,3.28555e-14
327.387,1.00000e+18,3.23403e-14
350.801,1.00000e+18,3.18078e-14
375.890,1.00000e+18,3.12608e-14
402.774,1.00000e+18,3.07017e-14
431.580,1.00000e+18,3.01332e-14
462.446,1.00000e+18,2.95575e-14
495.520,1.00000e+18,2.89769e-14
530.959,1.00000e+18,2.83936e-14
568.933,1.00000e+18,2.78096e-14
609.623,1.00000e+18,2.72268e-14
653.223,1.00000e+18,2.66468e-14
699.941,1.00000e+18,2.60715e-14
750.000,1.00000e+18,2.55021e-14
0.750000,1.04713e+18,1.00211e-22
0.803639,1.04713e+18,3.42038e-22
0.861115,1.04713e+18,1.07452e-21
0.922702,1.04713e+18,3.12376e-21
0.988693,1.04713e+18,8.44869e-21
1.05940,1.04713e+18,2.13742e-20
1.13517,1.04713e+18,5.08515e-20
1.21636,1.04713e+18,1.14385e-19
1.30335,1.04713e+18,2.44580e-19
1.39657,1.04713e+18,4.99790e-19
1.49645,1.04713e+18,9.80365e-19
1.60347,1.04713e+18,1.84985e-18
1.71815,1.04713e+18,3.36362e-18
1.84103,1.04713e+18,5.90420e-18
1.97270,1.04713e+18,1.00224e-17
2.11379,1.04713e+18,1.64818e-17
2.26496,1.04713e+18,2.63048e-17
2.42695,1.04713e+18,4.08154e-17
2.60053,1.04713e+18,6.16804e-17
2.78651,1.04713e+18,9.09423e-17
2.98580,1.04713e+18,1.31038e-16
3.19935,1.04713e+18,1.84763e-16
3.42816,1.04713e+18,2.55250e-16
3.67334,1.04713e+18,3.45931e-16
3.93606,1.04713e+18,4.60510e-16
4.21756,1.04713e+18,6.02916e-16
4.51920,1.04713e+18,7.77305e-16
4.84241,1.04713e+18,9.88074e-16
5.18873,1.04713e+18,1.23994e-15
5.55983,1.04713e+18,1.53802e-15
5.95746,1.04713e+18,1.88771e-15
6.38354,1.04713e+18,2.29350e-15
6.84008,1.04713e+18,2.75918e-15
7.32928,1.04713e+18,3.28782e-15
7.85346,1.04713e+18,3.88166e-15
8.41514,1.04713e+18,4.54182e-15
9.01698,1.04713e+18,5.26845e-15
9.66187,1.04713e+18,6.06036e-15
10.3529,1.04713e+18,6.91534e-15
11.0933,1.04713e+18,7.82986e-15
11.8867,1.04713e+18,8.79939e-15
12.7368,1.04713e+18,9.81890e-15
13.6478,1.04713e+18,1.08827e-14
14.6238,1.04713e+18,1.19846e-14
15.6697,1.04713e+18,1.31182e-14
16.7904,1.04713e+18,1.42773e-14
17.9912,1.04713e+18,1.54557e-14
19.2780,1.04713e+18,1.66477e-14
20.6567,1.04713e+18,1.78482e-14
22.1341,1.04713e+18,1.90528e-14
23.7171,1.04713e+18,2.02576e-14
25.4133,1.04713e+18,2.14560e-14
27.2309,1.04713e+18,2.26410e-14
29.1784,1.04713e+18,2.38061e-14
31.2652,1.04713e+18,2.49447e-14
33.5013,1.04713e+18,2.60512e-14
35.8973,1.04713e+18,2.71197e-14
38.4646,1.04713e+18,2.81454e-14
41.2156,1.04713e+18,2.91241e-14
44.1633,1.04713e+18,3.00522e-14
47.3218,1.04713e+18,3.09264e-14
50.7062,1.04713e+18,3.17437e-14
54.3327,1.04713e+18,3.25013e-14
58.2185,1.04713e+18,3.31973e-14
62.3823,1.04713e+18,3.38301e-14
66.8438,1.04713e+18,3.43988e-14
71.6244,1.04713e+18,3.49035e-14
76.7470,1.04713e+18,3.53440e-14
82.2359,1.04713e+18,3.57214e-14
88.1173,1.04713e+18,3.60370e-14
94.4194,1.04713e+18,3.62921e-14
101.172,1.04713e+18,3.64876e-14
108.408,1.04713e+18,3.66243e-14
116.161,1.04713e+18,3.67032e-14
124.469,1.04713e+18,3.67257e-14
133.371,1.04713e+18,3.66938e-14
142.910,1.04713e+18,3.66089e-14
153.130,1.04713e+18,3.64736e-14
164.082,1.04713e+18,3.62900e-14
175.817,1.04713e+18,3.60605e-14
188.392,1.04713e+18,3.57880e-14
201.865,1.04713e+18,3.54750e-14
216.302,1.04713e+18,3.51244e-14
231.772,1.04713e+18,3.47391e-14
248.348,1.04713e+18,3.43220e-14
266.110,1.04713e+18,3.38757e-14
285.142,1.04713e+18,3.34035e-14
305.535,1.04713e+18,3.29080e-14
327.387,1.04713e+18,3.23921e-14
350.801,1.04713e+18,3.18587e-14
375.890,1.04713e+18,3.13101e-14
402.774,1.04713e+18,3.07492e-14
431.580,1.04713e+18,3.01783e-14
462.446,1.04713e+18,2.95999e-14
495.520,1.04713e+18,2.90161e-14
530.959,1.04713e+18,2.84293e-14
568.933,1.04713e+18,2.78412e-14
609.623,1.04713e+18,2.72539e-14
653.223,1.04713e+18,2.66690e-14
699.941,1.04713e+18,2.60885e-14
750.000,1.04713e+18,2.55134e-14
0.750000,1.09648e+18,1.01330e-22
0.803639,1.09648e+18,3.45685e-22
0.861115,1.09648e+18,1.08545e-21
0.922702,1.09648e+18,3.15405e-21
0.988693,1.09648e+18,8.52672e-21
1.05940,1.09648e+18,2.15616e-20
1.13517,1.09648e+18,5.12752e-20
1.21636,1.09648e+18,1.15287e-19
1.30335,1.09648e+18,2.46401e-19
1.39657,1.09648e+18,5.03291e-19
1.49645,1.09648e+18,9.86800e-19
1.60347,1.09648e+18,1.86119e-18
1.71815,1.09648e+18,3.38281e-18
1.84103,1.09648e+18,5.93552e-18
1.97270,1.09648e+18,1.00717e-17
2.11379,1.09648e+18,1.65570e-17
2.26496,1.09648e+18,2.64162e-17
2.42695,1.09648e+18,4.09769e-17
2.60053,1.09648e+18,6.19097e-17
2.78651,1.09648e+18,9.12631e-17
2.98580,1.09648e+18,1.31484e-16
3.19935,1.09648e+18,1.85376e-16
3.42816,1.09648e+18,2.56083e-16
3.67334,1.09648e+18,3.47053e-16
3.93606,1.09648e+18,4.62004e-16
4.21756,1.09648e+18,6.04874e-16
4.51920,1.09648e+18,7.79838e-16
4.84241,1.09648e+18,9.91302e-16
5.18873,1.09648e+18,1.24397e-15
5.55983,1.09648e+18,1.54297e-15
5.95746,1.09648e+18,1.89366e-15
6.38354,1.09648e+18,2.30052e-15
6.84008,1.09648e+18,2.76731e-15
7.32928,1.09648e+18,3.29707e-15
7.85346,1.09648e+18,3.89202e-15
8.41514,1.09648e+18,4.55326e-15
9.01698,1.09648e+18,5.28092e-15
9.66187,1.09648e+18,6.07383e-15
10.3529,1.09648e+18,6.92968e-15
11.0933,1.09648e+18,7.84514e-15
11.8867,1.09648e+18,8.81559e-15
12.7368,1.09648e+18,9.83607e-15
13.6478,1.09648e+18,1.09008e-14
14.6238,1.09648e+18,1.20037e-14
15.6697,1.09648e+18,1.31385e-14
16.7904,1.09648e+18,1.42987e-14
17.9912,1.09648e+18,1.54782e-14
19.2780,1.09648e+18,1.66714e-14
20.6567,1.09648e+18,1.78731e-14
22.1341,1.09648e+18,1.90789e-14
23.7171,1.09648e+18,2.02849e-14
25.4133,1.09648e+18,2.14845e-14
27.2309,1.09648e+18,2.26707e-14
29.1784,1.09648e+18,2.38368e-14
31.2652,1.09648e+18,2.49763e-14
33.5013,1.09648e+18,2.60836e-14
35.8973,1.09648e+18,2.71528e-14
38.4646,1.09648e+18,2.81791e-14
41.2156,1.09648e+18,2.91582e-14
44.1633,1.09648e+18,3.00864e-14
47.3218,1.09648e+18,3.09606e-14
50.7062,1.09648e+18,3.17778e-14
54.3327,1.09648e+18,3.25351e-14
58.2185,1.09648e+18,3.32307e-14
62.3823,1.09648e+18,3.38631e-14
66.8438,1.09648e+18,3.44313e-14
71.6244,1.09648e+18,3.49356e-14
76.7470,1.09648e+18,3.53760e-14
82.2359,1.09648e+18,3.57535e-14
88.1173,1.09648e+18,3.60693e-14
94.4194,1.09648e+18,3.63249e-14
101.172,1.09648e+18,3.65213e-14
108.408,1.09648e+18,3.66592e-14
116.161,1.09648e+18,3.67395e-14
124.469,1.09648e+18,3.67634e-14
133.371,1.09648e+18,3.67333e-14
142.910,1.09648e+18,3.66499e-14
153.130,1.09648e+18,3.65165e-14
164.082,1.09648e+18,3.63346e-14
175.817,1.09648e+18,3.61069e-14
188.392,1.09648e+18,3.58357e-14
201.865,1.09648e+18,3.55243e-14
216.302,1.09648e+18,3.51749e-14
231.772,1.09648e+18,3.47905e-14
248.348,1.09648e+18,3.43741e-14
266.110,1.09648e+18,3.39283e-14
285.142,1.09648e+18,3.34562e-14
305.535,1.09648e+18,3.29605e-14
327.387,1.09648e+18,3.24440e-14
350.801,1.09648e+18,3.19094e-14
375.890,1.09648e+18,3.13596e-14
402.774,1.09648e+18,3.07968e-14
431.580,1.09648e+18,3.02238e-14
462.446,1.09648e+18,2.96427e-14
495.520,1.09648e+18,2.90558e-14
530.959,1.09648e+18,2.84654e-14
568.933,1.09648e+18,2.78735e-14
609.623,1.09648e+18,2.72819e-14
653.223,1.09648e+18,2.66924e-14
699.941,1.09648e+18,2.61064e-14
750.000,1.09648e+18,2.55261e-14
0.750000,1.14815e+18,1.02475e-22
0.803639,1.14815e+18,3.49417e-22
0.861115,1.14815e+18,1.09664e-21
0.922702,1.14815e+18,3.18505e-21
0.988693,1.14815e+18,8.60642e-21
1.05940,1.14815e+18,2.17534e-20
1.13517,1.14815e+18,5.17075e-20
1.21636,1.14815e+18,1.16207e-19
1.30335,1.14815e+18,2.48257e-19
1.39657,1.14815e+18,5.06854e-19
1.49645,1.14815e+18,9.93349e-19
1.60347,1.14815e+18,1.87271e-18
1.71815,1.14815e+18,3.40226e-18
1.84103,1.14815e+18,5.96715e-18
1.97270,1.14815e+18,1.01214e-17
2.11379,1.14815e+18,1.66328e-17
2.26496,1.14815e+18,2.65284e-17
2.42695,1.14815e+18,4.11391e-17
2.60053,1.14815e+18,6.21397e-17
2.78651,1.14815e+18,9.15857e-17
2.98580,1.14815e+18,1.31932e-16
3.19935,1.14815e+18,1.85992e-16
3.42816,1.14815e+18,2.56925e-16
3.67334,1.14815e+18,3.48190e-16
3.93606,1.14815e+18,4.63524e-16
4.21756,1.14815e+18,6.06880e-16
4.51920,1.14815e+18,7.82443e-16
4.84241,1.14815e+18,9.94624e-16
5.18873,1.14815e+18,1.24813e-15
5.55983,1.14815e+18,1.54809e-15
5.95746,1.14815e+18,1.89983e-15
6.38354,1.14815e+18,2.30779e-15
6.84008,1.14815e+18,2.77573e-15
7.32928,1.14815e+18,3.30666e-15
7.85346,1.14815e+18,3.90274e-15
8.41514,1.14815e+18,4.56510e-15
9.01698,1.14815e+18,5.29379e-15
9.66187,1.14815e+18,6.08768e-15
10.3529,1.14815e+18,6.94447e-15
11.0933,1.14815e+18,7.86075e-15
11.8867,1.14815e+18,8.83215e-15
12.7368,1.14815e+18,9.85350e-15
13.6478,1.14815e+18,1.09192e-14
14.6238,1.14815e+18,1.20231e-14
15.6697,1.14815e+18,1.31589e-14
16.7904,1.14815e+18,1.43202e-14
17.9912,1.14815e+18,1.55009e-14
19.2780,1.14815e+18,1.66952e-14
20.6567,1.14815e+18,1.78982e-14
22.1341,1.14815e+18,1.91052e-14
23.7171,1.14815e+18,2.03124e-14
25.4133,1.14815e+18,2.15132e-14
27.2309,1.14815e+18,2.27005e-14
29.1784,1.14815e+18,2.38677e-14
31.2652,1.14815e+18,2.50084e-14
33.5013,1.14815e+18,2.61165e-14
35.8973,1.14815e+18,2.71866e-14
38.4646,1.14815e+18,2.82135e-14
41.2156,1.14815e+18,2.91931e-14
44.1633,1.14815e+18,3.01216e-14
47.3218,1.14815e+18,3.09958e-14
50.7062,1.14815e+18,3.18128e-14
54.3327,1.14815e+18,3.25699e-14
58.2185,1.14815e+18,3.32650e-14
62.3823,1.14815e+18,3.38969e-14
66.8438,1.14815e+18,3.44648e-14
71.6244,1.14815e+18,3.49687e-14
76.7470,1.14815e+18,3.54088e-14
82.2359,1.14815e+18,3.57861e-14
88.1173,1.14815e+18,3.61021e-14
94.4194,1.14815e+18,3.63585e-14
101.172,1.14815e+18,3.65556e-14
108.408,1.14815e+18,3.66946e-14
116.161,1.14815e+18,3.67761e-14
124.469,1.14815e+18,3.68017e-14
133.371,1.14815e+18,3.67729e-14
142.910,1.14815e+18,3.66914e-14
153.130,1.14815e+18,3.65595e-14
164.082,1.14815e+18,3.63792e-14
175.817,1.14815e+18,3.61532e-14
188.392,1.14815e+18,3.58837e-14
201.865,1.14815e+18,3.55735e-14
216.302,1.14815e+18,3.52252e-14
231.772,1.14815e+18,3.48421e-14
248.348,1.14815e+18,3.44262e-14
266.110,1.14815e+18,3.39809e-14
285.142,1.14815e+18,3.35087e-14
305.535,1.14815e+18,3.30128e-14
327.387,1.14815e+18,3.24958e-14
350.801,1.14815e+18,3.19604e-14
375.890,1.14815e+18,3.14090e-14
402.774,1.14815e+18,3.08446e-14
431.580,1.14815e+18,3.02694e-14
462.446,1.14815e+18,2.96857e-14
495.520,1.14815e+18,2.90960e-14
530.959,1.14815e+18,2.85022e-14
568.933,1.14815e+18,2.79065e-14
609.623,1.14815e+18,2.73107e-14
653.223,1.14815e+18,2.67166e-14
699.941,1.14815e+18,2.61260e-14
750.000,1.14815e+18,2.55402e-14
0.750000,1.20226e+18,1.03649e-22
0.803639,1.20226e+18,3.53235e-22
0.861115,1.20226e+18,1.10807e-21
0.922702,1.20226e+18,3.21670e-21
0.988693,1.20226e+18,8.68796e-21
1.05940,1.20226e+18,2.19492e-20
1.13517,1.20226e+18,5.21491e-20
1.21636,1.20226e+18,1.17147e-19
1.30335,1.20226e+18,2.50152e-19
1.39657,1.20226e+18,5.10488e-19
1.49645,1.20226e+18,1.00000e-18
1.60347,1.20226e+18,1.88441e-18
1.71815,1.20226e+18,3.42199e-18
1.84103,1.20226e+18,5.99924e-18
1.97270,1.20226e+18,1.01717e-17
2.11379,1.20226e+18,1.67091e-17
2.26496,1.20226e+18,2.66414e-17
2.42695,1.20226e+18,4.13023e-17
2.60053,1.20226e+18,6.23715e-17
2.78651,1.20226e+18,9.19109e-17
2.98580,1.20226e+18,1.32384e-16
3.19935,1.20226e+18,1.86617e-16
3.42816,1.20226e+18,2.57780e-16
3.67334,1.20226e+18,3.49350e-16
3.93606,1.20226e+18,4.65077e-16
4.21756,1.20226e+18,6.08935e-16
4.51920,1.20226e+18,7.85119e-16
4.84241,1.20226e+18,9.98053e-16
5.18873,1.20226e+18,1.25244e-15
5.55983,1.20226e+18,1.55339e-15
5.95746,1.20226e+18,1.90621e-15
6.38354,1.20226e+18,2.31532e-15
6.84008,1.20226e+18,2.78444e-15
7.32928,1.20226e+18,3.31656e-15
7.85346,1.20226e+18,3.91379e-15
8.41514,1.20226e+18,4.57727e-15
9.01698,1.20226e+18,5.30697e-15
9.66187,1.20226e+18,6.10179e-15
10.3529,1.20226e+18,6.95946e-15
11.0933,1.20226e+18,7.87663e-15
11.8867,1.20226e+18,8.84887e-15
12.7368,1.20226e+18,9.87114e-15
13.6478,1.20226e+18,1.09377e-14
14.6238,1.20226e+18,1.20426e-14
15.6697,1.20226e+18,1.31794e-14
16.7904,1.20226e+18,1.43419e-14
17.9912,1.20226e+18,1.55237e-14
19.2780,1.20226e+18,1.67192e-14
20.6567,1.20226e+18,1.79234e-14
22.1341,1.20226e+18,1.91318e-14
23.7171,1.20226e+18,2.03403e-14
25.4133,1.20226e+18,2.15423e-14
27.2309,1.20226e+18,2.27308e-14
29.1784,1.20226e+18,2.38993e-14
31.2652,1.20226e+18,2.50411e-14
33.5013,1.20226e+18,2.61501e-14
35.8973,1.20226e+18,2.72210e-14
38.4646,1.20226e+18,2.82486e-14
41.2156,1.20226e+18,2.92288e-14
44.1633,1.20226e+18,3.01577e-14
47.3218,1.20226e+18,3.10320e-14
50.7062,1.20226e+18,3.18488e-14
54.3327,1.20226e+18,3.26055e-14
58.2185,1.20226e+18,3.33003e-14
62.3823,1.20226e+18,3.39318e-14
66.8438,1.20226e+18,3.44993e-14
71.6244,1.20226e+18,3.50027e-14
76.7470,1.20226e+18,3.54426e-14
82.2359,1.20226e+18,3.58197e-14
88.1173,1.20226e+18,3.61360e-14
94.4194,1.20226e+18,3.63928e-14
101.172,1.20226e+18,3.65909e-14
108.408,1.20226e+18,3.67306e-14
116.161,1.20226e+18,3.68133e-14
124.469,1.20226e+18,3.68403e-14
133.371,1.20226e+18,3.68128e-14
142.910,1.20226e+18,3.67332e-14
153.130,1.20226e+18,3.66028e-14
164.082,1.20226e+18,3.64241e-14
175.817,1.20226e+18,3.61996e-14
188.392,1.20226e+18,3.59316e-14
201.865,1.20226e+18,3.56228e-14
216.302,1.20226e+18,3.52757e-14
231.772,1.20226e+18,3.48932e-14
248.348,1.20226e+18,3.44782e-14
266.110,1.20226e+18,3.40333e-14
285.142,1.20226e+18,3.35613e-14
305.535,1.20226e+18,3.30651e-14
327.387,1.20226e+18,3.25475e-14
350.801,1.20226e+18,3.20111e-14
375.890,1.20226e+18,3.14586e-14
402.774,1.20226e+18,3.08924e-14
431.580,1.20226e+18,3.03152e-14
462.446,1.20226e+18,2.97290e-14
495.520,1.20226e+18,2.91364e-14
530.959,1.20226e+18,2.85395e-14
568.933,1.20226e+18,2.79402e-14
609.623,1.20226e+18,2.73403e-14
653.223,1.20226e+18,2.67418e-14
699.941,1.20226e+18,2.61464e-14
750.000,1.20226e+18,2.55555e-14
0.750000,1.25893e+18,1.04849e-22
0.803639,1.25893e+18,3.57144e-22
0.861115,1.25893e+18,1.11979e-21
0.922702,1.25893e+18,3.24912e-21
0.988693,1.25893e+18,8.77131e-21
1.05940,1.25893e+18,2.21496e-20
1.13517,1.25893e+18,5.26004e-20
1.21636,1.25893e+18,1.18107e-19
1.30335,1.25893e+18,2.52083e-19
1.39657,1.25893e+18,5.14188e-19
1.49645,1.25893e+18,1.00679e-18
1.60347,1.25893e+18,1.89631e-18
1.71815,1.25893e+18,3.44205e-18
1.84103,1.25893e+18,6.03177e-18
1.97270,1.25893e+18,1.02227e-17
2.11379,1.25893e+18,1.67866e-17
2.26496,1.25893e+18,2.67555e-17
2.42695,1.25893e+18,4.14671e-17
2.60053,1.25893e+18,6.26053e-17
2.78651,1.25893e+18,9.22386e-17
2.98580,1.25893e+18,1.32840e-16
3.19935,1.25893e+18,1.87248e-16
3.42816,1.25893e+18,2.58646e-16
3.67334,1.25893e+18,3.50529e-16
3.93606,1.25893e+18,4.66659e-16
4.21756,1.25893e+18,6.11034e-16
4.51920,1.25893e+18,7.87861e-16
4.84241,1.25893e+18,1.00157e-15
5.18873,1.25893e+18,1.25687e-15
5.55983,1.25893e+18,1.55885e-15
5.95746,1.25893e+18,1.91278e-15
6.38354,1.25893e+18,2.32307e-15
6.84008,1.25893e+18,2.79339e-15
7.32928,1.25893e+18,3.32672e-15
7.85346,1.25893e+18,3.92515e-15
8.41514,1.25893e+18,4.58974e-15
9.01698,1.25893e+18,5.32049e-15
9.66187,1.25893e+18,6.11624e-15
10.3529,1.25893e+18,6.97479e-15
11.0933,1.25893e+18,7.89278e-15
11.8867,1.25893e+18,8.86587e-15
12.7368,1.25893e+18,9.88897e-15
13.6478,1.25893e+18,1.09565e-14
14.6238,1.25893e+18,1.20623e-14
15.6697,1.25893e+18,1.32001e-14
16.7904,1.25893e+18,1.43636e-14
17.9912,1.25893e+18,1.55466e-14
19.2780,1.25893e+18,1.67434e-14
20.6567,1.25893e+18,1.79488e-14
22.1341,1.25893e+18,1.91585e-14
23.7171,1.25893e+18,2.03684e-14
25.4133,1.25893e+18,2.15716e-14
27.2309,1.25893e+18,2.27615e-14
29.1784,1.25893e+18,2.39311e-14
31.2652,1.25893e+18,2.50741e-14
33.5013,1.25893e+18,2.61843e-14
35.8973,1.25893e+18,2.72561e-14
38.4646,1.25893e+18,2.82847e-14
41.2156,1.25893e+18,2.92654e-14
44.1633,1.25893e+18,3.01945e-14
47.3218,1.25893e+18,3.10689e-14
50.7062,1.25893e+18,3.18858e-14
54.3327,1.25893e+18,3.26422e-14
58.2185,1.25893e+18,3.33366e-14
62.3823,1.25893e+18,3.39675e-14
66.8438,1.25893e+18,3.45345e-14
71.6244,1.25893e+18,3.50376e-14
76.7470,1.25893e+18,3.54770e-14
82.2359,1.25893e+18,3.58542e-14
88.1173,1.25893e+18,3.61706e-14
94.4194,1.25893e+18,3.64278e-14
101.172,1.25893e+18,3.66264e-14
108.408,1.25893e+18,3.67672e-14
116.161,1.25893e+18,3.68510e-14
124.469,1.25893e+18,3.68795e-14
133.371,1.25893e+18,3.68534e-14
142.910,1.25893e+18,3.67751e-14
153.130,1.25893e+18,3.66464e-14
164.082,1.25893e+18,3.64693e-14
175.817,1.25893e+18,3.62462e-14
188.392,1.25893e+18,3.59795e-14
201.865,1.25893e+18,3.56719e-14
216.302,1.25893e+18,3.53261e-14
231.772,1.25893e+18,3.49444e-14
248.348,1.25893e+18,3.45301e-14
266.110,1.25893e+18,3.40854e-14
285.142,1.25893e+18,3.36137e-14
305.535,1.25893e+18,3.31174e-14
327.387,1.25893e+18,3.25992e-14
350.801,1.25893e+18,3.20618e-14
375.890,1.25893e+18,3.15082e-14
402.774,1.25893e+18,3.09403e-14
431.580,1.25893e+18,3.03612e-14
462.446,1.25893e+18,2.97727e-14
495.520,1.25893e+18,2.91773e-14
530.959,1.25893e+18,2.85771e-14
568.933,1.25893e+18,2.79743e-14
609.623,1.25893e+18,2.73707e-14
653.223,1.25893e+18,2.67680e-14
699.941,1.25893e+18,2.61678e-14
750.000,1.25893e+18,2.55719e-14
0.750000,1.31826e+18,1.06077e-22
0.803639,1.31826e+18,3.61147e-22
0.861115,1.31826e+18,1.13176e-21
0.922702,1.31826e+18,3.28228e-21
0.988693,1.31826e+18,8.85658e-21
1.05940,1.31826e+18,2.23542e-20
1.13517,1.31826e+18,5.30617e-20
1.21636,1.31826e+18,1.19086e-19
1.30335,1.31826e+18,2.54055e-19
1.39657,1.31826e+18,5.17966e-19
1.49645,1.31826e+18,1.01370e-18
1.60347,1.31826e+18,1.90842e-18
1.71815,1.31826e+18,3.46242e-18
1.84103,1.31826e+18,6.06472e-18
1.97270,1.31826e+18,1.02742e-17
2.11379,1.31826e+18,1.68647e-17
2.26496,1.31826e+18,2.68707e-17
2.42695,1.31826e+18,4.16333e-17
2.60053,1.31826e+18,6.28408e-17
2.78651,1.31826e+18,9.25688e-17
2.98580,1.31826e+18,1.33301e-16
3.19935,1.31826e+18,1.87887e-16
3.42816,1.31826e+18,2.59524e-16
3.67334,1.31826e+18,3.51725e-16
3.93606,1.31826e+18,4.68272e-16
4.21756,1.31826e+18,6.13179e-16
4.51920,1.31826e+18,7.90670e-16
4.84241,1.31826e+18,1.00518e-15
5.18873,1.31826e+18,1.26142e-15
5.55983,1.31826e+18,1.56445e-15
5.95746,1.31826e+18,1.91955e-15
6.38354,1.31826e+18,2.33106e-15
6.84008,1.31826e+18,2.80263e-15
7.32928,1.31826e+18,3.33722e-15
7.85346,1.31826e+18,3.93683e-15
8.41514,1.31826e+18,4.60255e-15
9.01698,1.31826e+18,5.33431e-15
9.66187,1.31826e+18,6.13103e-15
10.3529,1.31826e+18,6.99040e-15
11.0933,1.31826e+18,7.90921e-15
11.8867,1.31826e+18,8.88307e-15
12.7368,1.31826e+18,9.90702e-15
13.6478,1.31826e+18,1.09755e-14
14.6238,1.31826e+18,1.20822e-14
15.6697,1.31826e+18,1.32211e-14
16.7904,1.31826e+18,1.43856e-14
17.9912,1.31826e+18,1.55698e-14
19.2780,1.31826e+18,1.67678e-14
20.6567,1.31826e+18,1.79746e-14
22.1341,1.31826e+18,1.91856e-14
23.7171,1.31826e+18,2.03968e-14
25.4133,1.31826e+18,2.16014e-14
27.2309,1.31826e+18,2.27926e-14
29.1784,1.31826e+18,2.39636e-14
31.2652,1.31826e+18,2.51078e-14
33.5013,1.31826e+18,2.62191e-14
35.8973,1.31826e+18,2.72919e-14
38.4646,1.31826e+18,2.83214e-14
41.2156,1.31826e+18,2.93026e-14
44.1633,1.31826e+18,3.02323e-14
47.3218,1.31826e+18,3.11069e-14
50.7062,1.31826e+18,3.19237e-14
54.3327,1.31826e+18,3.26798e-14
58.2185,1.31826e+18,3.33738e-14
62.3823,1.31826e+18,3.40044e-14
66.8438,1.31826e+18,3.45707e-14
71.6244,1.31826e+18,3.50734e-14
